source_run,model_label,serving_mode,source_file,model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,(p)seq/s/worker,(d)seq/s/worker,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,(e)workers,(e)tp,(e)pp,(e)parallel,(e)memory,backend_label,satisfies_sla,cluster_total_gpus,raw_candidate_tps,cluster_tps_8gpu,output_token_throughput_8gpu,per_gpu_throughput_8gpu,per_gpu_output_token_throughput,per_user_tps,plot_label,is_model_pareto_frontier
glm_trtllm,GLM-5 NVFP4,agg,glm_trtllm/nvidia/GLM-5-NVFP4_b300_sxm_trtllm_isl4000_osl1000_ttft2000_tpot30_509875/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,12,0.764,12.0,12.0,873.313,14.524,15382.908,0.764,0.191,763.61,190.902,68.851,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,112.046,0.006,2.0,10.0,8010.0,8000.0,10.0,trtllm,1.3.0rc10,b300_sxm,0.0,190.902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trtllm,True,8,763.61,1527.216,1527.216,190.902,190.902,68.851,GLM-5 NVFP4 / trtllm / agg,True
glm_trtllm,GLM-5 NVFP4,agg,glm_trtllm/nvidia/GLM-5-NVFP4_b300_sxm_trtllm_isl4000_osl1000_ttft2000_tpot30_509875/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,11,0.708,11.0,11.0,873.174,14.361,15219.594,0.708,0.177,707.321,176.83,69.634,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,111.766,0.006,2.0,9.0,8009.0,8000.0,9.0,trtllm,1.3.0rc10,b300_sxm,0.0,176.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trtllm,True,8,707.321,1414.64,1414.64,176.83,176.83,69.634,GLM-5 NVFP4 / trtllm / agg,True
glm_trtllm,GLM-5 NVFP4,agg,glm_trtllm/nvidia/GLM-5-NVFP4_b300_sxm_trtllm_isl4000_osl1000_ttft2000_tpot30_509875/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,10,0.667,10.0,10.0,852.732,13.808,14647.037,0.667,0.167,666.672,166.668,72.421,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,111.485,0.005,2.0,8.0,8008.0,8000.0,8.0,trtllm,1.3.0rc10,b300_sxm,0.0,166.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trtllm,True,8,666.672,1333.344,1333.344,166.668,166.668,72.421,GLM-5 NVFP4 / trtllm / agg,True
glm_trtllm,GLM-5 NVFP4,agg,glm_trtllm/nvidia/GLM-5-NVFP4_b300_sxm_trtllm_isl4000_osl1000_ttft2000_tpot30_509875/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,9,0.607,9.0,9.0,852.726,13.652,14491.225,0.607,0.152,606.297,151.574,73.249,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,111.205,0.004,2.0,7.0,8007.0,8000.0,7.0,trtllm,1.3.0rc10,b300_sxm,0.0,151.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trtllm,True,8,606.297,1212.592,1212.592,151.574,151.574,73.249,GLM-5 NVFP4 / trtllm / agg,True
glm_trtllm,GLM-5 NVFP4,agg,glm_trtllm/nvidia/GLM-5-NVFP4_b300_sxm_trtllm_isl4000_osl1000_ttft2000_tpot30_509875/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,8,0.562,8.0,8.0,832.417,13.063,13882.389,0.562,0.14,561.156,140.289,76.552,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,110.924,0.004,2.0,6.0,8006.0,8000.0,6.0,trtllm,1.3.0rc10,b300_sxm,0.0,140.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trtllm,True,8,561.156,1122.312,1122.312,140.289,140.289,76.552,GLM-5 NVFP4 / trtllm / agg,True
glm_trtllm,GLM-5 NVFP4,agg,glm_trtllm/nvidia/GLM-5-NVFP4_b300_sxm_trtllm_isl4000_osl1000_ttft2000_tpot30_509875/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,14,1.019,14.0,14.0,809.606,12.672,13469.164,1.019,0.127,1018.036,127.254,78.913,8,8.0,1.0,1.0,2.0,4.0,tp8pp1dp1etp2ep4,nvfp4,fp8,bfloat16,nvfp4,half,61.833,0.007,2.0,12.0,8012.0,8000.0,12.0,trtllm,1.3.0rc10,b300_sxm,0.0,127.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trtllm,True,8,1018.036,1018.032,1018.032,127.254,127.254,78.913,GLM-5 NVFP4 / trtllm / agg,True
glm_trtllm,GLM-5 NVFP4,agg,glm_trtllm/nvidia/GLM-5-NVFP4_b300_sxm_trtllm_isl4000_osl1000_ttft2000_tpot30_509875/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,13,0.953,13.0,13.0,809.506,12.581,13378.14,0.953,0.119,951.614,118.952,79.484,8,8.0,1.0,1.0,2.0,4.0,tp8pp1dp1etp2ep4,nvfp4,fp8,bfloat16,nvfp4,half,61.553,0.006,2.0,11.0,8011.0,8000.0,11.0,trtllm,1.3.0rc10,b300_sxm,0.0,118.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trtllm,True,8,951.614,951.616,951.616,118.952,118.952,79.484,GLM-5 NVFP4 / trtllm / agg,True
glm_trtllm,GLM-5 NVFP4,agg,glm_trtllm/nvidia/GLM-5-NVFP4_b300_sxm_trtllm_isl4000_osl1000_ttft2000_tpot30_509875/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,6,0.458,6.0,6.0,812.102,12.314,13113.769,0.458,0.114,457.506,114.377,81.209,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,110.364,0.003,2.0,4.0,8004.0,8000.0,4.0,trtllm,1.3.0rc10,b300_sxm,0.0,114.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trtllm,True,8,457.506,915.016,915.016,114.377,114.377,81.209,GLM-5 NVFP4 / trtllm / agg,True
glm_trtllm,GLM-5 NVFP4,agg,glm_trtllm/nvidia/GLM-5-NVFP4_b300_sxm_trtllm_isl4000_osl1000_ttft2000_tpot30_509875/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,12,0.909,12.0,12.0,791.011,12.132,12911.151,0.909,0.114,908.209,113.526,82.425,8,8.0,1.0,1.0,2.0,4.0,tp8pp1dp1etp2ep4,nvfp4,fp8,bfloat16,nvfp4,half,61.272,0.006,2.0,10.0,8010.0,8000.0,10.0,trtllm,1.3.0rc10,b300_sxm,0.0,113.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trtllm,True,8,908.209,908.208,908.208,113.526,113.526,82.425,GLM-5 NVFP4 / trtllm / agg,True
glm_trtllm,GLM-5 NVFP4,agg,glm_trtllm/nvidia/GLM-5-NVFP4_b300_sxm_trtllm_isl4000_osl1000_ttft2000_tpot30_509875/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,11,0.839,11.0,11.0,790.914,12.041,12820.084,0.839,0.105,838.299,104.787,83.048,8,8.0,1.0,1.0,2.0,4.0,tp8pp1dp1etp2ep4,nvfp4,fp8,bfloat16,nvfp4,half,60.992,0.006,2.0,9.0,8009.0,8000.0,9.0,trtllm,1.3.0rc10,b300_sxm,0.0,104.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trtllm,True,8,838.299,838.296,838.296,104.787,104.787,83.048,GLM-5 NVFP4 / trtllm / agg,True
