source_run,model_label,serving_mode,source_file,model,isl,osl,prefix,concurrency,request_rate,bs,global_bs,ttft,tpot,request_latency,seq/s,seq/s/gpu,tokens/s,tokens/s/gpu,tokens/s/user,num_total_gpus,tp,pp,dp,moe_tp,moe_ep,parallel,gemm,kvcache,fmha,moe,comm,memory,balance_score,num_ctx_reqs,num_gen_reqs,num_tokens,ctx_tokens,gen_tokens,backend,version,system,power_w,tokens/s/gpu_cluster,(p)bs,(p)global_bs,(p)workers,(d)bs,(d)global_bs,(d)workers,(p)seq/s/worker,(d)seq/s/worker,(p)tp,(p)pp,(p)dp,(p)moe_tp,(p)moe_ep,(p)parallel,(p)gemm,(p)kvcache,(p)fmha,(p)moe,(p)comm,(p)memory,(p)backend,(p)version,(p)system,(d)tp,(d)pp,(d)dp,(d)moe_tp,(d)moe_ep,(d)parallel,(d)gemm,(d)kvcache,(d)fmha,(d)moe,(d)comm,(d)memory,(d)backend,(d)version,(d)system,(e)workers,(e)tp,(e)pp,(e)parallel,(e)memory,backend_label,satisfies_sla,cluster_total_gpus,raw_candidate_tps,cluster_tps_8gpu,output_token_throughput_8gpu,per_gpu_throughput_8gpu,per_user_tps,plot_label,is_model_pareto_frontier
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,832,3.357,416.0,832.0,1986.265,247.106,248845.031,3.357,0.839,3353.455,838.364,4.047,4,2.0,1.0,2.0,1.0,4.0,tp2pp1dp2etp1ep4,nvfp4,fp8,bfloat16,nvfp4,half,226.735,0.416,1.0,415.0,4415.0,4000.0,415.0,sglang,0.5.9,b300_sxm,0.0,838.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,3353.455,6706.912,6706.912,838.364,4.047,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,768,3.334,384.0,768.0,1971.016,229.591,231332.739,3.334,0.833,3330.277,832.569,4.356,4,2.0,1.0,2.0,1.0,4.0,tp2pp1dp2etp1ep4,nvfp4,fp8,bfloat16,nvfp4,half,217.739,0.384,1.0,383.0,4383.0,4000.0,383.0,sglang,0.5.9,b300_sxm,0.0,832.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,3330.277,6660.552,6660.552,832.569,4.356,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,704,3.305,352.0,704.0,1955.65,212.191,213934.833,3.305,0.826,3301.525,825.381,4.713,4,2.0,1.0,2.0,1.0,4.0,tp2pp1dp2etp1ep4,nvfp4,fp8,bfloat16,nvfp4,half,208.743,0.352,1.0,351.0,4351.0,4000.0,351.0,sglang,0.5.9,b300_sxm,0.0,825.381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,3301.525,6603.048,6603.048,825.381,4.713,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,640,3.271,320.0,640.0,1940.457,194.806,196551.342,3.271,0.818,3267.432,816.858,5.133,4,2.0,1.0,2.0,1.0,4.0,tp2pp1dp2etp1ep4,nvfp4,fp8,bfloat16,nvfp4,half,199.747,0.32,1.0,319.0,4319.0,4000.0,319.0,sglang,0.5.9,b300_sxm,0.0,816.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,3267.432,6534.864,6534.864,816.858,5.133,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,576,3.23,288.0,576.0,1925.263,177.422,179169.663,3.23,0.807,3226.674,806.668,5.636,4,2.0,1.0,2.0,1.0,4.0,tp2pp1dp2etp1ep4,nvfp4,fp8,bfloat16,nvfp4,half,190.751,0.288,1.0,287.0,4287.0,4000.0,287.0,sglang,0.5.9,b300_sxm,0.0,806.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,3226.674,6453.344,6453.344,806.668,5.636,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,512,3.181,256.0,512.0,1910.029,160.012,161762.124,3.181,0.795,3177.643,794.411,6.25,4,2.0,1.0,2.0,1.0,4.0,tp2pp1dp2etp1ep4,nvfp4,fp8,bfloat16,nvfp4,half,181.756,0.256,1.0,255.0,4255.0,4000.0,255.0,sglang,0.5.9,b300_sxm,0.0,794.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,3177.643,6355.288,6355.288,794.411,6.25,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,480,3.154,240.0,480.0,1901.789,151.191,152941.794,3.154,0.789,3151.337,787.834,6.614,4,2.0,1.0,2.0,1.0,4.0,tp2pp1dp2etp1ep4,nvfp4,fp8,bfloat16,nvfp4,half,177.258,0.24,1.0,239.0,4239.0,4000.0,239.0,sglang,0.5.9,b300_sxm,0.0,787.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,3151.337,6302.672,6302.672,787.834,6.614,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,448,3.125,224.0,448.0,1893.548,142.373,144124.286,3.125,0.781,3121.741,780.435,7.024,4,2.0,1.0,2.0,1.0,4.0,tp2pp1dp2etp1ep4,nvfp4,fp8,bfloat16,nvfp4,half,172.76,0.224,1.0,223.0,4223.0,4000.0,223.0,sglang,0.5.9,b300_sxm,0.0,780.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,3121.741,6243.48,6243.48,780.435,7.024,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,128,3.094,32.0,128.0,1882.995,39.85,41693.241,3.094,0.774,3091.09,772.772,25.094,4,1.0,1.0,4.0,1.0,4.0,tp1pp1dp4etp1ep4,nvfp4,fp8,bfloat16,nvfp4,half,122.583,0.032,1.0,31.0,4031.0,4000.0,31.0,sglang,0.5.9,b300_sxm,0.0,772.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,3091.09,6182.176,6182.176,772.772,25.094,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,224,5.936,28.0,224.0,1991.746,36.007,37962.749,5.936,0.742,5929.801,741.225,27.772,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,72.097,0.028,1.0,27.0,4027.0,4000.0,27.0,sglang,0.5.9,b300_sxm,0.0,741.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,5929.801,5929.8,5929.8,741.225,27.772,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,192,5.519,24.0,192.0,1867.303,33.052,34885.989,5.519,0.69,5513.423,689.178,30.256,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,70.97,0.024,1.0,23.0,4023.0,4000.0,23.0,sglang,0.5.9,b300_sxm,0.0,689.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,5513.423,5513.424,5513.424,689.178,30.256,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,160,5.033,20.0,160.0,1743.106,30.046,31758.76,5.033,0.629,5027.931,628.491,33.283,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,69.843,0.02,1.0,19.0,4019.0,4000.0,19.0,sglang,0.5.9,b300_sxm,0.0,628.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,False,8,5027.931,5027.928,5027.928,628.491,33.283,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,128,4.479,16.0,128.0,1619.286,26.826,28418.302,4.479,0.56,4474.41,559.301,37.277,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,68.716,0.016,1.0,15.0,4015.0,4000.0,15.0,sglang,0.5.9,b300_sxm,0.0,559.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,4474.41,4474.408,4474.408,559.301,37.277,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,120,4.31,15.0,120.0,1588.462,26.086,27648.731,4.31,0.539,4305.889,538.236,38.334,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,68.434,0.015,1.0,14.0,4014.0,4000.0,14.0,sglang,0.5.9,b300_sxm,0.0,538.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,4305.889,4305.888,4305.888,538.236,38.334,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,112,4.132,14.0,112.0,1557.648,25.347,26879.087,4.132,0.517,4128.21,516.026,39.453,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,68.153,0.014,1.0,13.0,4013.0,4000.0,13.0,sglang,0.5.9,b300_sxm,0.0,516.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,4128.21,4128.208,4128.208,516.026,39.453,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,104,3.945,13.0,104.0,1526.845,24.607,26109.369,3.945,0.493,3940.601,492.575,40.639,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,67.871,0.013,1.0,12.0,4012.0,4000.0,12.0,sglang,0.5.9,b300_sxm,0.0,492.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,3940.601,3940.6,3940.6,492.575,40.639,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,96,3.746,12.0,96.0,1496.053,23.867,25339.577,3.746,0.468,3742.202,467.775,41.898,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,67.589,0.012,1.0,11.0,4011.0,4000.0,11.0,sglang,0.5.9,b300_sxm,0.0,467.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,3742.202,3742.2,3742.2,467.775,41.898,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,88,3.532,11.0,88.0,1465.27,23.155,24596.741,3.532,0.441,3528.229,441.029,43.188,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,67.308,0.011,1.0,10.0,4010.0,4000.0,10.0,sglang,0.5.9,b300_sxm,0.0,441.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,3528.229,3528.232,3528.232,441.029,43.188,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,80,3.307,10.0,80.0,1434.499,22.425,23837.127,3.307,0.413,3303.974,412.997,44.593,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,67.026,0.01,1.0,9.0,4009.0,4000.0,9.0,sglang,0.5.9,b300_sxm,0.0,412.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,3303.974,3303.976,3303.976,412.997,44.593,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,72,3.07,9.0,72.0,1403.737,21.69,23071.95,3.07,0.384,3066.534,383.317,46.104,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,66.744,0.009,1.0,8.0,4008.0,4000.0,8.0,sglang,0.5.9,b300_sxm,0.0,383.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,3066.534,3066.536,3066.536,383.317,46.104,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,64,2.826,8.0,64.0,1372.702,20.883,22234.904,2.826,0.353,2822.694,352.837,47.886,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,66.462,0.008,1.0,7.0,4007.0,4000.0,7.0,sglang,0.5.9,b300_sxm,0.0,352.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,2822.694,2822.696,2822.696,352.837,47.886,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,56,2.575,7.0,56.0,1341.69,19.981,21303.16,2.575,0.322,2572.01,321.501,50.046,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,66.181,0.007,1.0,6.0,4006.0,4000.0,6.0,sglang,0.5.9,b300_sxm,0.0,321.501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,2572.01,2572.008,2572.008,321.501,50.046,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,48,2.305,6.0,48.0,1310.7,19.051,20343.043,2.305,0.288,2302.824,287.853,52.49,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,65.899,0.006,1.0,5.0,4005.0,4000.0,5.0,sglang,0.5.9,b300_sxm,0.0,287.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,2302.824,2302.824,2302.824,287.853,52.49,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,40,1.987,5.0,40.0,1279.734,18.353,19614.052,1.987,0.248,1985.511,248.189,54.488,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,65.617,0.005,1.0,4.0,4004.0,4000.0,4.0,sglang,0.5.9,b300_sxm,0.0,248.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,1985.511,1985.512,1985.512,248.189,54.488,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,32,1.665,4.0,32.0,1249.088,17.448,18679.306,1.665,0.208,1662.986,207.873,57.314,8,1.0,1.0,8.0,1.0,8.0,tp1pp1dp8etp1ep8,nvfp4,fp8,bfloat16,nvfp4,half,65.335,0.004,1.0,3.0,4003.0,4000.0,3.0,sglang,0.5.9,b300_sxm,0.0,207.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,1662.986,1662.984,1662.984,207.873,57.314,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,24,1.301,3.0,24.0,1290.211,17.197,18470.204,1.301,0.163,1299.3,162.413,58.149,8,1.0,1.0,8.0,2.0,4.0,tp1pp1dp8etp2ep4,nvfp4,fp8,bfloat16,nvfp4,half,68.424,0.003,1.0,2.0,4002.0,4000.0,2.0,sglang,0.5.9,b300_sxm,0.0,162.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,1299.3,1299.304,1299.304,162.413,58.149,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,20,1.07,5.0,20.0,1584.109,17.148,18715.112,1.07,0.134,1068.566,133.571,58.315,8,2.0,1.0,4.0,2.0,4.0,tp2pp1dp4etp2ep4,nvfp4,fp8,bfloat16,nvfp4,half,68.082,0.002,2.0,3.0,8003.0,8000.0,3.0,sglang,0.5.9,b300_sxm,0.0,133.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,1068.566,1068.568,1068.568,133.571,58.315,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,16,0.925,2.0,16.0,1256.798,16.675,17914.78,0.925,0.116,923.797,115.475,59.971,8,1.0,1.0,8.0,2.0,4.0,tp1pp1dp8etp2ep4,nvfp4,fp8,bfloat16,nvfp4,half,68.142,0.002,1.0,1.0,4001.0,4000.0,1.0,sglang,0.5.9,b300_sxm,0.0,115.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,923.797,923.8,923.8,115.475,59.971,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,16,0.895,4.0,16.0,1011.049,16.452,17446.432,0.895,0.112,893.857,111.732,60.783,8,2.0,1.0,4.0,2.0,4.0,tp2pp1dp4etp2ep4,nvfp4,fp8,bfloat16,nvfp4,half,63.239,0.004,1.0,3.0,4003.0,4000.0,3.0,sglang,0.5.9,b300_sxm,0.0,111.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,893.857,893.856,893.856,111.732,60.783,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,8,0.441,8.0,8.0,1212.071,16.401,17596.202,0.441,0.11,440.936,110.234,60.974,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,113.572,0.004,2.0,6.0,8006.0,8000.0,6.0,sglang,0.5.9,b300_sxm,0.0,110.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,440.936,881.872,881.872,110.234,60.974,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,7,0.398,7.0,7.0,1211.654,15.882,17077.705,0.398,0.099,397.162,99.29,62.965,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,113.291,0.004,2.0,5.0,8005.0,8000.0,5.0,sglang,0.5.9,b300_sxm,0.0,99.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,397.162,794.32,794.32,99.29,62.965,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,6,0.364,6.0,6.0,1181.694,15.334,16500.304,0.364,0.091,363.604,90.901,65.215,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,113.01,0.003,2.0,4.0,8004.0,8000.0,4.0,sglang,0.5.9,b300_sxm,0.0,90.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,363.604,727.208,727.208,90.901,65.215,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,5,0.314,5.0,5.0,1181.688,14.789,15955.789,0.314,0.078,313.343,78.336,67.618,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,112.729,0.002,2.0,3.0,8003.0,8000.0,3.0,sglang,0.5.9,b300_sxm,0.0,78.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,313.343,626.688,626.688,78.336,67.618,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,4,0.27,4.0,4.0,1152.14,14.216,15353.6,0.27,0.068,270.141,67.535,70.345,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,112.448,0.002,2.0,2.0,8002.0,8000.0,2.0,sglang,0.5.9,b300_sxm,0.0,67.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,270.141,540.28,540.28,67.535,70.345,GLM-5 NVFP4 / sglang / agg,False
glm_sglang_059,GLM-5 NVFP4,agg,glm_sglang_059/nvidia/GLM-5-NVFP4_b300_sxm_sglang_isl4000_osl1000_ttft2000_tpot30_116646/agg/pareto.csv,nvidia/GLM-5-NVFP4,4000,1000,0,4,0.265,4.0,4.0,782.277,14.007,14775.233,0.265,0.066,264.465,66.116,71.393,4,4.0,1.0,1.0,2.0,2.0,tp4pp1dp1etp2ep2,nvfp4,fp8,bfloat16,nvfp4,half,109.852,0.004,1.0,3.0,4003.0,4000.0,3.0,sglang,0.5.9,b300_sxm,0.0,66.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sglang,True,8,264.465,528.928,528.928,66.116,71.393,GLM-5 NVFP4 / sglang / agg,False
